id,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID
MDIBL-habs_22D_2005-10-05T12:45:00UTC,water_current,Low,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,tide_stage,Out,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,tide_height,0.9144,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,eventRemarks,"NA|Lobsterman dumping bait juice off head of pier/ Cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,DO2_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,DOavg_ppm,8.1,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,transparency_depth_mean,3.31,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,air_temp,12,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,water_temp,12,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,weather,Fog,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,wind_speed_knots,0.8,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,water_surface,Calm,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,water_current,Low,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,tide_stage,Out,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,tide_height,0.9144,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,eventRemarks,"NA|Lobsterman dumping bait juice off head of pier/ Cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,DO2_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,DOavg_ppm,8.1,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:45:00UTC,transparency_depth_mean,3.31,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,air_temp,11,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_temp,11.5,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,http://vocab.nerc.ac.uk/collection/P25/current/WTEMP/,Celsius,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,weather,Clear,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,rainfall_mm,2.794,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,http://vocab.nerc.ac.uk/collection/A05/current/EV_RAIN/,millimeters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,wind_speed_knots,3,NA,NA,knots,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_surface,Ripple,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,water_current,Medium,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,dimensionless,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_stage,In,NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,tide_height,2.1336,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P02/current/MBAN/,meters,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,eventRemarks,"NA|no aquascope/ cruise ship at anchor- tender traffic",NA,NA,NA,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,salinity_ppt,34,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,http://vocab.nerc.ac.uk/collection/P01/current/ASLTZZ01/,parts per thousand,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO1_ppm,8.2,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DO2_ppm,7.8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,DOavg_ppm,8,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,http://vocab.nerc.ac.uk/collection/P02/current/DOXY/,ppm,NA
MDIBL-habs_22D_2005-10-05T12:51:00UTC,transparency_depth_mean,4.61,http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,http://vocab.nerc.ac.uk/collection/P01/current/SECCSDNX/,meters,NA
